ID,Name,Type,Creation date,employee number,wilaya,city,district
1163274088,Harvest,franchised,2001-2-26,94,Béchar,Lahmar,Mogheul
2095799147,Elysian,franchised,2016-8-21,186,Béchar,Kenadsa,Meridja
1807652694,Eatery,owned,2016-5-6,94,Béchar,Taghit,Taghit
1731059724,American,owned,2014-7-25,115,Béchar,Abadla,Abadla
1415673924,Heritage,franchised,2008-11-25,151,Béchar,Abadla,Erg-Ferradj
1582598568,Bistro,franchised,2006-1-4,34,Béchar,Abadla,Machraa-Houari-Boumediene
1907216645,Côte,franchised,2007-12-1,129,Béchar,Beni Ounif,Beni-Ounif
1796128218,d'Azur,franchised,2017-2-17,204,Béchar,Tabelbala,Tabelbala
1026911094,Café,franchised,2007-6-16,47,Béchar,Kenadsa,Kenadsa
1031206206,Maplewood,franchised,2001-8-4,53,Blida,Ouled Yaich,Beni Mered
1634252586,Tavern,franchised,2017-10-18,217,Blida,Bougara,Ouled Slama
1315070284,Montmartre,owned,2005-1-8,165,Blida,Mouzaia,Mouzaia
1780058943,Morsels,owned,2001-10-3,37,Blida,Bougara,Hammam Elouane
1957628730,Stars,owned,2007-6-24,104,Blida,Bougara,Bougara
1908995949,and,franchised,2010-8-19,166,Blida,Larbaa,Souhane
1002829804,Stripes,owned,2006-2-26,147,Blida,Larbaa,Larbaa
1568437568,Boulangerie,franchised,2012-1-14,174,Blida,Boufarik,Soumaa
1901032535,French,franchised,2001-10-6,182,Blida,Boufarik,Guerrouaou
1245922610,Quarter,franchised,2004-5-21,25,Blida,Boufarik,Boufarik
1087822896,Fare,owned,2007-9-8,206,Blida,Meftah,Meftah
1714635483,Heritage,owned,2003-6-26,131,Blida,Mouzaia,Chiffa
1231411403,Hues,franchised,2008-6-3,116,Blida,Mouzaia,Ain Romana
1642491469,Kitchen,owned,2012-2-8,76,Blida,El Affroun,Oued  Djer
1182066809,SoHo,franchised,2005-2-18,206,Blida,El Affroun,El-Affroun
1174449188,Supper,franchised,2019-11-21,180,Blida,Ouled Yaich,Ouled Yaich
1381008569,Club,owned,2008-12-22,201,Blida,Ouled Yaich,Chrea
1116957111,L'Américain,owned,2003-11-14,120,Blida,Meftah,Djebabra
1842275118,Affair,franchised,2010-11-19,54,Blida,Oued El Alleug,Oued El Alleug
1825052716,Appalachian,owned,2007-11-3,158,Blida,Oued El Alleug,Benkhelil
1715705609,Aromas,owned,2011-12-12,132,Blida,Oued El Alleug,Beni-Tamou
1575717645,Champs-Élysées,owned,2016-1-3,129,Blida,Bouinan,Chebli
1988326804,Eats,owned,2012-8-13,153,Blida,Bouinan,Bouinan
1664021108,Hudson,owned,2006-3-7,145,Blida,Blida,Bouarfa
1235886691,Valley,owned,2001-12-16,122,Blida,Blida,Blida
1571902881,Haven,franchised,2007-9-8,135,Bouira,Ain Bessem,Ain Laloui
1932211384,La,franchised,2006-3-6,96,Bouira,Bordj Okhriss,Hadjera Zerga
1818485259,Belle,owned,2018-11-5,177,Bouira,Bordj Okhriss,Mezdour
1331635878,Brasserie,owned,2003-2-27,22,Bouira,Bordj Okhriss,Taguedite
1728339602,Broadway,owned,2016-9-4,197,Bouira,Sour El Ghozlane,Ridane
1845396353,Bites,franchised,2000-1-24,180,Bouira,Sour El Ghozlane,Maamora
1215358436,Normandy,owned,2019-12-19,165,Bouira,Sour El Ghozlane,El-Hakimia
1215108541,Nosh,owned,2008-8-15,156,Bouira,Bechloul,Ahl El Ksar
1012982989,Urban,franchised,2018-10-19,76,Bouira,Sour El Ghozlane,Dirah
1995417380,Pioneer,owned,2007-8-7,81,Bouira,Sour El Ghozlane,Dechmia
1025253623,Palate,franchised,2006-1-23,50,Bouira,Bechloul,Bechloul
1774495291,Versailles,franchised,2005-10-28,68,Bouira,M'chedallah,Ath Mansour
1998247184,Vista,franchised,2001-7-17,155,Bouira,M'chedallah,Saharidj
1446207543,Niagara,franchised,2014-2-8,196,Bouira,Bechloul,El Adjiba
1675527826,Noshery,franchised,2010-7-23,52,Bouira,Bechloul,El Asnam
1096686146,French,franchised,2002-7-13,84,Bouira,M'chedallah,M Chedallah
1534030439,Riviera,franchised,2003-3-16,141,Bouira,Bordj Okhriss,Bordj Okhriss
1242679662,Rendezvous,owned,2014-10-25,57,Bouira,Sour El Ghozlane,Sour El Ghozlane
1328097550,Rocky,franchised,2003-6-24,148,Bouira,M'chedallah,Hanif
1029038260,Mountain,owned,2013-5-15,21,Bouira,M'chedallah,Chorfa
1424746471,Repast,owned,2018-12-16,57,Bouira,Bechloul,Ouled Rached
1502546738,Belleville,franchised,2009-3-22,87,Bouira,Ain Bessem,Ain El Hadjar
1410046829,Bistro,owned,2000-8-25,123,Bouira,M'chedallah,Aghbalou
1541703583,Savannah,owned,2013-12-13,46,Bouira,Bir Ghbalou,Raouraoua
1344821856,Savories,owned,2006-7-27,73,Bouira,Bir Ghbalou,El Khabouzia
1087615898,Château,owned,2018-9-11,180,Bouira,Bir Ghbalou,Bir Ghbalou
1109925544,Culinary,franchised,2008-8-7,193,Bouira,Bouira,Bouira
1773055853,Coastal,owned,2010-3-12,156,Bouira,Bouira,Ain Turk
1928459054,Comfort,owned,2009-9-17,132,Bouira,Bouira,Ait Laaziz
1626463005,Cafe,franchised,2018-6-14,119,Bouira,Ain Bessem,Ain-Bessem
2008942544,Haute,franchised,2017-6-15,168,Bouira,Souk El Khemis,El-Mokrani
1352878287,Cuisine,franchised,2003-8-21,182,Bouira,Souk El Khemis,Souk El Khemis
1558674389,Highlands,franchised,2006-10-25,124,Bouira,Kadiria,Aomar
1679944155,New,owned,2008-12-3,25,Bouira,Kadiria,Djebahia
1684514165,Orleans,franchised,2015-6-3,195,Bouira,El Hachimia,El Hachimia
1139530344,Nosh,owned,2007-2-27,56,Bouira,Haizer,Haizer
1377856860,Appalachian,owned,2001-7-15,192,Bouira,Haizer,Taghzout
1899872602,Assemblage,franchised,2014-5-1,159,Bouira,Lakhdaria,Bouderbala
1207155237,Belle,owned,2003-4-14,151,Bouira,Lakhdaria,Boukram
1243356202,Époque,franchised,2014-6-14,86,Bouira,Lakhdaria,Guerrouma
1747806334,Eats,owned,2000-1-6,180,Bouira,Lakhdaria,Lakhdaria
1232408860,Pacific,owned,2013-3-15,129,Bouira,Lakhdaria,Maala
1017851493,Northwest,owned,2005-12-10,66,Bouira,Kadiria,Kadiria
1598569870,Palate,franchised,2019-12-1,198,Bouira,Lakhdaria,Z'barbar (El Isseri )
1678616403,French,owned,2010-12-3,33,Bouira,El Hachimia,Oued El Berdi
1545895671,Quarter,owned,2019-8-18,28,Tamanrasset,Tazrouk,Tazrouk
1695256017,Fusion,franchised,2017-6-23,150,Tamanrasset,Silet,Abelsa
1065163195,Central,owned,2012-1-22,122,Tamanrasset,Tamanrasset,Tamanrasset
1788575333,Park,franchised,2016-4-8,56,Tamanrasset,Tamanrasset,Ain Amguel
1023353567,Cafeteria,owned,2017-5-21,91,Tamanrasset,Tazrouk,Idles
