rating1,rating2,rating3,rating4,rating5,month,year
4,0,2,2,2,10,2014
1,4,5,0,0,11,2014
4,4,2,1,0,12,2014
3,4,5,2,5,1,2015
2,4,4,3,4,2,2015
5,5,5,5,0,3,2015
2,2,1,2,4,4,2015
1,3,5,3,5,5,2015
5,5,3,2,2,6,2015
0,1,5,3,1,7,2015
0,5,0,3,4,8,2015
3,4,0,3,2,9,2015
0,1,1,5,2,10,2015
4,2,5,2,3,11,2015
2,1,0,2,1,12,2015
2,4,2,2,5,1,2016
4,4,2,1,5,2,2016
4,5,2,5,2,3,2016
3,1,0,3,3,4,2016
5,5,4,0,5,5,2016
4,5,4,1,0,6,2016
4,4,4,3,1,7,2016
4,5,4,5,2,8,2016
1,4,4,4,0,9,2016
4,4,1,4,0,10,2016
0,3,4,1,0,11,2016
4,5,1,3,2,12,2016
1,1,1,5,0,1,2017
1,5,1,5,4,2,2017
0,4,5,3,1,3,2017
1,4,5,3,3,4,2017
5,1,4,5,5,5,2017
3,2,0,5,4,6,2017
4,0,0,5,2,7,2017
0,1,3,1,0,8,2017
0,5,4,3,1,9,2017
4,1,5,2,5,10,2017
3,5,1,0,1,11,2017
2,2,0,3,5,12,2017
4,4,3,3,0,1,2018
4,1,5,1,2,2,2018
2,3,2,4,3,3,2018
5,2,2,0,1,4,2018
0,3,2,5,5,5,2018
0,5,1,5,5,6,2018
5,3,4,0,1,7,2018
5,2,0,5,4,8,2018
2,3,3,3,0,9,2018
1,2,1,2,1,10,2018
2,1,3,4,3,11,2018
5,3,1,4,2,12,2018
5,3,0,3,5,1,2019
3,1,4,4,2,2,2019
1,0,5,5,4,3,2019
4,2,3,2,4,4,2019
1,2,5,5,5,5,2019
5,1,5,1,2,6,2019
4,1,0,1,5,7,2019
2,0,1,3,0,8,2019
0,0,1,5,5,9,2019
3,5,0,4,1,10,2019
1,2,4,2,3,11,2019
1,2,3,1,0,12,2019
1,5,5,2,5,1,2020
5,3,0,1,5,2,2020
3,3,3,5,0,3,2020
2,0,0,1,5,4,2020
3,0,4,1,5,5,2020
4,4,3,3,3,6,2020
5,0,2,2,1,7,2020
5,0,0,2,1,8,2020
0,5,2,5,3,9,2020
2,2,0,0,1,10,2020
3,0,3,1,4,11,2020
2,1,1,0,0,12,2020
4,0,5,0,5,1,2021
4,2,1,5,2,2,2021
5,0,2,2,1,3,2021
3,0,2,4,1,4,2021
4,3,4,5,2,5,2021
1,3,0,5,0,6,2021
2,3,3,5,5,7,2021
1,4,2,2,3,8,2021
3,3,3,4,2,9,2021
4,3,3,0,4,10,2021
1,5,4,0,4,11,2021
5,3,1,2,1,12,2021
2,4,3,0,3,1,2022
4,1,3,3,2,2,2022
5,5,4,2,2,3,2022
5,0,4,4,2,4,2022
2,5,3,0,0,5,2022
5,1,1,5,1,6,2022
4,4,0,5,4,7,2022
4,2,2,1,0,8,2022
2,0,4,2,2,9,2022
2,4,2,0,1,10,2022
2,5,1,0,3,11,2022
2,2,5,5,1,12,2022
3,0,3,3,1,1,2023
2,1,1,5,0,2,2023
1,3,2,3,2,3,2023
0,2,1,2,3,4,2023
0,3,1,2,1,5,2023
1,0,2,5,3,6,2023
2,5,4,3,3,7,2023
0,5,2,5,1,8,2023
0,1,3,3,3,9,2023
1,4,5,0,1,10,2023
1,0,3,4,5,11,2023
1,4,3,2,1,12,2023
